nombre,tipo,categoria,lat,lng
Consultorio Odontologico,health,retail,-32.91035099999999,-68.849436
Ariel Berra,health,retail,-32.91778180000001,-68.8320923
Dr. Alejandro Coll,health,retail,-32.9112116,-68.8599407
Clinica Dental Ferri,health,retail,-32.9083973,-68.853678
Odontologia- Ortodoncia General.,health,retail,-32.90569869999999,-68.84786509999999
Paidos,health,retail,-32.90559249999999,-68.84890419999999
Strittmatter Gustavo E,health,retail,-32.9233063,-68.84817319999999
Federico G Strittmatter,health,retail,-32.9212016,-68.8486802
GRUPO DENTAL,health,retail,-32.9207619,-68.847493
WR Consultorio Odontologico,health,retail,-32.923792,-68.8431602
Consultorio Dental Paso,health,retail,-32.9115151,-68.82432039999999
Consultorio Odontológico Dr. Diego Estruch,health,retail,-32.9079799,-68.832056
DUODENT odontología integral,health,retail,-32.9048057,-68.81882809999999
Dr. María Luisa Baena y Dr. Clara Baena,health,retail,-32.9037359,-68.829762
Odontología Integral,health,retail,-32.900618,-68.82866
Odontologo Kalbermatten,health,retail,-32.89905280000001,-68.8248521
Arias Gonzalo - Odontologo,health,retail,-32.9007986,-68.8433729
Salud Dental Amezcua,health,retail,-32.905339,-68.8458043
Salud Bucal Amezcua,health,retail,-32.9052271,-68.8459026
Florencia Puldain - Odontología,health,retail,-32.9050361,-68.8459548
Moretti Analia - Especialidad Ortodoncia - Niños,health,retail,-32.9042816,-68.8486495
RX Radiología-Odontologica,health,retail,-32.9042096,-68.847629
RX Radiología-Odontologica,health,retail,-32.9042096,-68.847629
RX Radiología-Odontologica,health,retail,-32.9042096,-68.847629
Odontoclinica - Dr. Virginia Salas - Dr. Edgar Riguetti,health,retail,-32.9042331,-68.8518638
ODONTOCENTRO BOMBAL,health,retail,-32.90419800000001,-68.847272
Centro Odontológico Barraquero,health,retail,-32.905584,-68.842826
Castillo Pedro,health,retail,-32.90226289999999,-68.8505125
Aprá Gabriel - Odontologo,health,retail,-32.904358,-68.84191
Dr. Martínez Odontología,health,retail,-32.90228699999999,-68.851501
Gras - Rodríguez - De Carolis - Boiero - Odontología Especializada,health,retail,-32.902208,-68.8536338
Odontología Integral,health,retail,-32.90265979999999,-68.8427298
Dra. Ana María Lo Presti ODONTÓLOGA,health,retail,-32.84927589999999,-68.8344159
EsteticaOdontoSalud Dra. Glellel Olga,health,retail,-32.8526622,-68.8349813
Consultorio Odontologico,health,retail,-32.8622433,-68.8328893
Consultorio Odontologico Gandolfo,health,retail,-32.8850569,-68.8166339
Centro Odontologico Guaymalén,health,retail,-32.882258,-68.82146469999999
CAREDENT,health,retail,-32.874252,-68.8286749
Verónica Cabrera ODONTOLOGÍA GENERAL - PRÓTESIS,health,retail,-32.8515979,-68.838627
Consultorio Dental Olascoaga,health,retail,-32.8839614,-68.8213681
CLÍNICA ODONTOLÓGICAD INTEGRAL,health,retail,-32.869762,-68.833223
ODONTOLOGIA INTEGRAL,health,retail,-32.8891351,-68.8163933
Efi - Odontologia Integral,health,retail,-32.866,-68.783
Depósito Hh,health,retail,-32.8696343,-68.7978418
Odontologia Brachmann,health,retail,-32.8660565,-68.8078894
Consultorio Dental C&C ODONTOLOGÍA GENERAL,health,retail,-32.8608788,-68.8214952
Clark Dental,health,retail,-32.889846,-68.82182
Gogol Sonia,health,retail,-32.89111409999999,-68.8165738
Lella Eduardo Jose,health,retail,-32.89201299999999,-68.81669959999999
Jimenez Sebastian Odontologia y Estetica - Implantes,health,retail,-32.8928003,-68.8170004
Braconi Susana - Estetica Dental,health,retail,-32.89266310000001,-68.8171752
Martinez Graciela,health,retail,-32.8931213,-68.8171144
CONSULTORIO ODONTOLÓGICO,health,retail,-32.8893454,-68.81899539999999
BATTISTELLI M. ALEJANDRA,health,retail,-32.89039799999999,-68.847898
Dra. Rina Papini,health,retail,-32.8903446,-68.8476506
Puebla Daniela,health,retail,-32.891,-68.852
Rodriguez Alicia Beatriz Odontologa-endodoncista,health,retail,-32.8829102,-68.8447652
Dra Laura Calatayud,health,retail,-32.8914,-68.8469561
Clinica Odontologica Integral Gervan-navarro-carrazco,health,retail,-32.8913792,-68.8462065
MEDICINA ODONTOLOGIA ESTETICA Rojas Rossler,health,retail,-32.8839758,-68.84313999999999
Clínica Dental Palmeiro,health,retail,-32.8831777,-68.8434457
Consultorio del Dr Lucena,health,retail,-32.89018300000001,-68.8440498
Andrea Cattaneo - Odontologo,health,retail,-32.8867515,-68.8569198
Clareamiento Dental,health,retail,-32.883,-68.843
Estética Dental e Implantes,health,retail,-32.8900564,-68.8561275
Consultorio Odontologico Dr. Robinson Tamariz Medina,health,retail,-32.8927059,-68.8471749
Consultorio DRA. ALICIA YUNES,health,retail,-32.890504,-68.84321700000001
Dallasta Alfredo E,health,retail,-32.887562,-68.8413836
Centro De Estetica E Implantologia Dental Granella,health,retail,-32.8920576,-68.8441264
Adrian Granella,health,retail,-32.893583,-68.84793499999999
Diserio Daniel Odontologia General,health,retail,-32.89297,-68.8456109
Bianchi Hugo A - Odontologo,health,retail,-32.89297,-68.8456109
Consultorio Odontológico Dr. Estefán,health,retail,-32.887024,-68.849519
Bianchi Instituto Odontologico,health,retail,-32.88639,-68.85055
ESTETICA DENTAL,health,retail,-32.8854378,-68.8497512
A D E S - Instituto Dr Martinez Odontologia,health,retail,-32.8874424,-68.8498094
Od. Guillermo D. Norton,health,retail,-32.8846818,-68.8514567
Odontocentro,health,retail,-32.88461,-68.851629
Clínica Odontológica Ortodoncia,health,retail,-32.887913,-68.847066
Dr. Alberto Armando Cosso,health,retail,-32.88938100000001,-68.84720899999999
Clinica Necochea Odontologia,health,retail,-32.88625779999999,-68.8445427
MUÑOZ ODONTOLOGOS,health,retail,-32.89039799999999,-68.847898
Consultorio Odontológico Dr. Gustavo Heras,health,retail,-32.901975,-68.8376759
ODONTOLOGÍA ADRIANA IRANZI,health,retail,-32.8878298,-68.8257668
Casapa Samuel D,health,retail,-32.8940706,-68.8370055
Dr. Marcelo Quenan,health,retail,-32.89125,-68.8350959
Odontología Mole,health,retail,-32.8968723,-68.83987619999999
Consultorio Odontológico Bengoa,health,retail,-32.8941633,-68.83893859999999
Cappanera Laura Beatriz,health,retail,-32.889683,-68.836022
LABORATORIO DENTAL Daniel Ferrari,health,retail,-32.8884059,-68.8343469
LA PRO DEN,health,retail,-32.8891939,-68.8356539
Soluciones Dentales Od. Jesús Abdala,health,retail,-32.89602990000001,-68.8236759
Cidento,health,retail,-32.8948899,-68.8341992
Odontología Dr. Gabriel Adi,health,retail,-32.8967079,-68.836586
Pascual Jose,health,retail,-32.89024010000001,-68.83100069999999
Blaustein Graciela - Odontologa,health,retail,-32.8939908,-68.8431015
Consultorio de la Dra Godoy Aurora,health,retail,-32.8939908,-68.8431015
DE LUCIA,health,retail,-32.893294,-68.843831
Cristina Loha - Periodoncista,health,retail,-32.8939108,-68.8416093
Santa Rosa Dental,health,retail,-32.8935626,-68.84186919999999
Bravo Francisco J,health,retail,-32.9015088,-68.86006619999999
CIMO Mendoza (Centro Integral Médico Odontológico),health,retail,-32.8954015,-68.859217
Makowski Golda G de,health,retail,-32.8924236,-68.8415885
Horenstein Mario Odontologia Integral,health,retail,-32.89155,-68.8421367
Asistencia Dental,health,retail,-32.8962096,-68.8436744
S&D odontología integral,health,retail,-32.89608,-68.84371290000001
Consultorio Odontolögico,health,retail,-32.89376650000001,-68.8473705
Clínica Dental Patricias,health,retail,-32.8949289,-68.84467889999999
Boero & Victoria Centro de Especialidades Odontológicas,health,retail,-32.8939386,-68.8461674
Brodsky Monica E,health,retail,-32.89458629999999,-68.8432605
Consultorio Dental DRA SUSANA DE LA ROSA,health,retail,-32.8958342,-68.84207239999999
Dr. DIEGO SANSONE ODONTOLOGO,health,retail,-32.891781,-68.83944
Franco Braione Odontólogo,health,retail,-32.8920373,-68.84126239999999
Abdala Jose Simon - Ortodoncia,health,retail,-32.8919751,-68.839868
Palomo Julio Alberto,health,retail,-32.8917041,-68.8404954
Gais Hugo J,health,retail,-32.8916456,-68.8407017
Stipani Susana,health,retail,-32.8915326,-68.84129250000001
Clínica Caram,health,retail,-32.89336060000001,-68.8608831
Guiñazu Mario,health,retail,-32.891,-68.86
Madre Teresa de Calcuta CONSULTORIOS MEDICOS Y ODONTOLOGICOS,health,retail,-32.8848399,-68.836337
Ponce Enrique R,health,retail,-32.8893512,-68.8369013
PreMeDent,health,retail,-32.878504,-68.833866
Gallardo Mariela-odontologia Gral-periodoncia,health,retail,-32.88749409999999,-68.8381369
Lerner Lia,health,retail,-32.88749409999999,-68.8381369
SERVICIOS MEDICOS,health,retail,-32.8805111,-68.8378539
Dr. GUSTAVO ELASKAR. Clínica odontológica,health,retail,-32.88928349999999,-68.83998690000001
Cabral Ana Maria,health,retail,-32.88485430000001,-68.84048849999999
MG CONSULTORIOS MÉDICO-ODONTOLÓGICOS,health,retail,-32.88514,-68.83252379999999
ASISDENT ASISTENCIA DENTAL PRIVADA,health,retail,-32.8858797,-68.8352199
CLÍNICA PALMIERI,health,retail,-32.880974,-68.834238
Odontosalud - Odontologia Gral,health,retail,-32.87344270000001,-68.8366508
Dr Segura,health,retail,-32.8602696,-68.8473195
Gogol Sonia,health,retail,-32.8720702,-68.8496268
DRA. DORA ALICIA SARMIENTO,health,retail,-32.868691,-68.850725
DOLONGUEVICH CONSULTORIO ODONTOLOGICO,health,retail,-32.868702,-68.853504
Garcia de Giambatistta Domingo Odontologo,health,retail,-32.8773531,-68.8543966
CLÍNICA ODONTLÓGICA CENTRAL,health,retail,-32.8750317,-68.8563384
DRA. MARIA VERONICA ACHILLES,health,retail,-32.868915,-68.855122
CLÍNICA DENTAL Dr.Alejandro Isgró,health,retail,-32.868597,-68.843707
Odontoclinica,health,retail,-32.8676717,-68.8557053
CONSULTORIO ODONTOLÓGICO DFP,health,retail,-32.8649149,-68.851052
Centro Estético Integral Odontológico,health,retail,-32.863054,-68.842167
Odontologia Integ. Mestre Gracia,health,retail,-32.86904879999999,-68.8764577
Consultorio Odontologico,health,retail,-32.842637,-68.85036199999999
Clínica Dental Dr. Carlos Vera,health,retail,-32.848258,-68.841439
Ries Odontologia,health,retail,-32.853956,-68.858046
Odontologia Rafael Martinez,health,retail,-32.853958,-68.858141
CONSULTORIO ODONTOLOGICO Dra. Graciela Guevara,health,retail,-32.856816,-68.842517
CONSULTORIO ODONTOLÓGICO DR. WALTER FORTES,health,retail,-32.842991,-68.8697629
Falabella Mendoza Plaza Shopping,department_store,retail,-32.90172,-68.7984235
Walmart Dorrego,department_store,retail,-32.9163338,-68.8256878
CRUX ALMACÉN DE MATERIALES,department_store,retail,-32.910638,-68.863995
Arbesú Hematología,health,retail,-32.90585040000001,-68.84677789999999
Clinica Odontologica NewDental,health,retail,-32.9202588,-68.8446664
SERPRISA,health,retail,-32.9103933,-68.8343659
CardioVida,health,retail,-32.9250506,-68.8511566
AKROMEDICA,health,retail,-32.89329,-68.834541
CENTRO MEDICO LABORAL,health,retail,-32.912611,-68.845317
Centro Flebológico Dr. Escobar,health,retail,-32.9118721,-68.8450855
ARCO,health,retail,-32.895345,-68.821422
Dr Daniel ZUIN,health,retail,-32.8954232,-68.8232057
FUNDACIÓN CEREBRO Y MENTE,health,retail,-32.8951717,-68.82320899999999
Neurocirugía Mendoza,health,retail,-32.913669,-68.850945
Fundación Oncológica Mendoza,health,retail,-32.901621,-68.837268
Ortopedia BS Movilidad,health,retail,-32.8978562,-68.83484229999999
ARBESÚ | HEMATOLOGÍA,health,retail,-32.9058689,-68.8467759
WOLFF INSTITUTE OF CARDIOLOGY,health,retail,-32.889702,-68.832713
Respaldar Argentina Sa,health,retail,-32.8894798,-68.8430018
Emergencias,health,retail,-32.89515389999999,-68.8330302
Dr Previtera Cirujano Plastico,health,retail,-32.9056865,-68.84816239999999
Institute of Phlebology Dr. Farmache,health,retail,-32.909285,-68.843031
Sociedad de Obstetricia y Ginecologia,health,retail,-32.8889361,-68.8417401
Cirugia Cardiovascular - Sociedad Española,health,retail,-32.888718,-68.83216999999999
OPHTHALMOLOGY CENTER,health,retail,-32.914663,-68.842873
Radiología Odontólogica,health,retail,-32.9182264,-68.8462725
Podologia Integral Cuyo,health,retail,-32.9427835,-68.8209828
Lic. María Fernanda Ruíz - Psicóloga,health,retail,-32.9158216,-68.7978296
IDRES salud Laboral,health,retail,-32.9278421,-68.82326610000001
BRINDAR SALUD CENTRO MEDICO,health,retail,-32.90866759999999,-68.8015343
Clínica Veterinaria ESTRADA.,health,retail,-32.90487160000001,-68.8061266
Veterinaria Mis Bichos,health,retail,-32.950132,-68.854722
CIPADI,health,retail,-32.9337346,-68.8474949
Dr Curetti veterinario,health,retail,-32.94280120000001,-68.8547711
Rosso Cosmetic Surgery Clinic,health,retail,-32.8927802,-68.8394821
Oballes,health,retail,-32.8800619,-68.834352
MEDICINE FOR COMPANIES,health,retail,-32.928211,-68.84934729999999
Instituto Zaldivar,health,retail,-32.8867997,-68.8600369
ORTOPEDIA LOURDES,health,retail,-32.890164,-68.836953
Aquarium Derm Dr Hipolito Piastrellini,health,retail,-32.893597,-68.859661
Dr Carlos Abraham Cardiologo,health,retail,-32.8942085,-68.84315939999999
Integra - Centro de Cirugia Estetica y Modeladora,health,retail,-32.923693,-68.8431662
Andrés Barboza,health,retail,-32.9025148,-68.8454008
Clínica Los Tilos,health,retail,-32.862879,-68.772182
COIR Fundacion Cancer Center Regional Integration,health,retail,-32.891865,-68.832002
ORTHOPEDIC CENTER FARO,shoe_store,retail,-32.895688,-68.8375789
Medipro s.r.l.,health,retail,-32.8876549,-68.83316429999999
Fit & Light,health,retail,-32.899823,-68.842045
Instituto del Niño,health,retail,-32.909962,-68.844639
Tecsa Ingeniería S.R.L.,shoe_store,retail,-32.8903269,-68.83280119999999
Prof. Dr. Zuin Daniel Raul FUNDACION CEREBRO Y MENTE,health,retail,-32.89533109999999,-68.8231991
Dr Pedro Marcantoni,health,retail,-32.9271255,-68.7837177
Centro De Salud Pediatria,health,retail,-32.9250129,-68.78315239999999
Medicer,health,retail,-32.9289627,-68.84975779999999
CONSULTORIO Y KINESIOLOGIA Virgen de Lourdes,health,retail,-32.92908179999999,-68.8459912
Odontologia marra,health,retail,-32.9286486,-68.8461135
Microhospital,health,retail,-32.9283741,-68.84602699999999
Caro Consultorio,health,retail,-32.9271573,-68.8426942
Dicom,health,retail,-32.9264876,-68.84877159999999
Consultorio Medico Flires,health,retail,-32.9264485,-68.8467921
MEDICINA CARDIOVASCULAR,health,retail,-32.9261989,-68.84849
Octavio Agustín Agasso - Médico Psiquiatra,health,retail,-32.92413999999999,-68.846513
Instituto de Salud Mental de Mendoza - ISAMM,health,retail,-32.923696,-68.849004
Laboratorio de Análisis Clínicos CALABRIGO,health,retail,-32.9236774,-68.8533018
Odontologo Strimatter,health,retail,-32.9428521,-68.8471529
Analisis Clinicos Barrera,health,retail,-32.9438082,-68.84870049999999
Dentista Gustavo Strettmatter,health,retail,-32.9427758,-68.8476877
Centro Medico Nogoya,health,retail,-32.9426898,-68.8427059
Dr Gonzalez Pancher,health,retail,-32.942046,-68.846803
Qualitas,health,retail,-32.9416251,-68.8478226
Redes Para Ser (Terapias),health,retail,-32.9405548,-68.85312549999999
Trifiro Jose M,health,retail,-32.9382941,-68.8546307
Consultorio Vero,health,retail,-32.9436202,-68.8276006
El Negro,health,retail,-32.93582600000001,-68.8517572
Centro De Especialidades,health,retail,-32.9418323,-68.8251065
taller Mecanico,health,retail,-32.9409489,-68.8238861
insttuto ginecologico,health,retail,-32.9310735,-68.8453467
Centro Médico Colón Mza,health,retail,-32.9306941,-68.846653
Consultorio Odontológico,health,retail,-32.9302725,-68.8415744
CONSULTORIOS DEL VALLE,health,retail,-32.9474894,-68.8442876
Infanzia,health,retail,-32.9469669,-68.8510218
Consultorio de Marcela Pereyra,health,retail,-32.9469619,-68.8510186
Doctor Horacio Roge,health,retail,-32.946239,-68.8507424
Paseo Benegas y Loft Benegas - Centro Comercial y Gimnasio.,health,retail,-32.945372,-68.85439699999999
Psicologia Daniela Nadal,health,retail,-32.9449278,-68.8483764
Dra Patricia Giner (naturista),health,retail,-32.9446086,-68.8482025
Consultorio Giner,health,retail,-32.9445884,-68.84808629999999
Consultorio Medico Ginecologico Dr Gomez Sarelli,health,retail,-32.9440026,-68.85213949999999
Health Center No. 16,health,retail,-32.89738749999999,-68.78119939999999
Centro de Salud N°7,health,retail,-32.8963258,-68.7695971
Linares Horacio R,health,retail,-32.900047,-68.792135
Carlos Rios Ortopedia,health,retail,-32.903626,-68.800927
Centro Renacer,health,retail,-32.905302,-68.80390150000001
URGENCIAS VETERINARIAS 365,health,retail,-32.8938108,-68.78963999999999
Centro de Salud N°11,health,retail,-32.9043371,-68.8078143
Sociedad Argentina de Pedriatría,health,retail,-32.8976222,-68.8042955
Reflexologa,health,retail,-32.9009183,-68.8089617
Reflexsologa Juana,health,retail,-32.9006962,-68.8088046
Hematologia - Dra Elvira Giannini - Centro Medico la Barraca,health,retail,-32.9145259,-68.821547
Clinica San Jose,health,retail,-32.892162,-68.8027134
Consultorio Medico,health,retail,-32.89195609999999,-68.8028429
Centro de Salud N°5,health,retail,-32.9114694,-68.7680386
Centro Odontologico Urquiza,health,retail,-32.9229042,-68.7923899
Centro De Salud 210 RdelaCruz,health,retail,-32.9190567,-68.7524119
Sara M Massutti,health,retail,-32.90809419999999,-68.7822886
Centro de Salud N°6,health,retail,-32.9045682,-68.76907369999999
Centro Medico Saudé,health,retail,-32.9187639,-68.8000887
Reiki - Constelaciones Familiares - Biodescodificación,health,retail,-32.9096593,-68.79618789999999
Instituto Medico Umi,health,retail,-32.9106934,-68.7986093
Consultorio,health,retail,-32.901233,-68.78528399999999
Transporte ANITA,health,retail,-32.9089452,-68.7486105
Consultorio de la Dra del Poso,health,retail,-32.9015075,-68.790662
CLINICA DE CUYO S.A.,health,retail,-32.895324,-68.8398
Pre-University Institute Neme Mendoza,health,retail,-32.893079,-68.848142
OZONO VITAL Alternativas en Medicina,health,retail,-32.894662,-68.8422769
ORTOPEDIA PROACTIVA,shoe_store,retail,-32.8958299,-68.83596659999999
Proactiva - Ortopedia,shoe_store,retail,-32.8958299,-68.83596659999999
Creo Centro De Reproducción del Oeste,health,retail,-32.8935958,-68.8479505
Preventum S.A.,health,retail,-32.892438,-68.859048
CAROSELLA CARDIOLOGIA,health,retail,-32.893963,-68.84056
Dyter Ophthalmological Clinic in Mendoza,health,retail,-32.893578,-68.842896
Instituto RESPIRAR,health,retail,-32.893932,-68.840558
Clinica de ojos Montevideo,health,retail,-32.89225379999999,-68.8428881
Instituto Oftalmológico Guiñazú,health,retail,-32.8913336,-68.84901820000002
INSTITUTO AUSTRAL,health,retail,-32.8912512,-68.8491174
Zen Estética Integral,health,retail,-32.89158070000001,-68.84063750000001
CENTRO SINERGIA,health,retail,-32.8993731,-68.861182
Clays SRL Medicina Laboral,health,retail,-32.902193,-68.852463
Nativa Salud Mendoza,health,retail,-32.896308,-68.844077
Exppel Servicio Medico Laboral,health,retail,-32.8952029,-68.8484513
Lombardozzi G E Sa Instrumental Para Cirugia,health,retail,-32.892526,-68.85375719999999
Consultorio Caro,health,retail,-32.9237707,-68.833766
VETERINARIA Vida Animal,health,retail,-32.915772,-68.83398199999999
Odontólogo Cere,health,retail,-32.912588,-68.8246585
Consultorios Medicos,health,retail,-32.9133883,-68.8466098
Dr. Diego Fabre,health,retail,-32.9210077,-68.86352289999999
Consultorio Mariana,health,retail,-32.9146739,-68.842454
BGF CONSULTORIOS MÉDICOS,health,retail,-32.913452,-68.84608
Consultorios Dr Julián Mateus - Obesidad y Adelgazamiento,health,retail,-32.9133466,-68.8465654
Gassibe Elias,health,retail,-32.9132118,-68.8454361
Consultorio del Dr. José Martín,health,retail,-32.913067,-68.8450649
Mario L Bianchi,health,retail,-32.9210587,-68.8474655
Clinica Dental Dr Guevara Calise,health,retail,-32.9213931,-68.8532003
CLIDIAL S.A.,health,retail,-32.9184739,-68.8501126
Pedro Consultorio,health,retail,-32.92178,-68.841556
Psiquiatra,health,retail,-32.9173419,-68.85135749999999
CER - Centro De Rehabilitación,health,retail,-32.9176075,-68.8438773
CERehabilitacion,health,retail,-32.9176152,-68.8438192
Vein Clinic,health,retail,-32.9165564,-68.8440181
Dra Carrieri Psiquiat,health,retail,-32.9153697,-68.8464493
UNIVERSAL SERVICIOS MEDICOS,health,retail,-32.91530820000001,-68.8457991
Intitutos Bioquimico,health,retail,-32.9138674,-68.85004359999999
CEMIN,health,retail,-32.9144458,-68.8448609
Centro Medico San Telmo,health,retail,-32.9177932,-68.8756591
mass CENTRO MÉDICO,health,retail,-32.9124267,-68.8768978
Dra. Cabrera,health,retail,-32.91230999999999,-68.87372979999999
Laboratorio De Análisis Clínicos Raul Ramos,health,retail,-32.91230999999999,-68.87372979999999
Centro de Salud N°15,health,retail,-32.9103484,-68.8282734
mariana muscolini,health,retail,-32.9079645,-68.8226944
De Gaetano Jose Manuel,health,retail,-32.9056415,-68.82097019999999
PODOLOGA CECILIA FERNANDEZ,health,retail,-32.900276,-68.822529
Consultorio Ginecólogo Ola Aedo de Anzorena,health,retail,-32.89994099999999,-68.823838
Dr Luis Reta,health,retail,-32.91002100000001,-68.8401234
Dr Sanchez de Simone Dino,health,retail,-32.9010015,-68.83290699999999
Dicamen,health,retail,-32.911137600000004,-68.84306769999999
medikids Dr.Mariana,health,retail,-32.9071505,-68.84778589999999
Dr Chistian E. Hejda,health,retail,-32.9124604,-68.8571137
Trinasjtic Edgardo,health,retail,-32.9124717,-68.8583924
Dr Trinajstic,health,retail,-32.9126532,-68.8584958
Consultorio Sres. Silvia y Jorge Eztala,health,retail,-32.9060014,-68.8455151
Centro Odontológico Modelo Dr. Elias Adi,health,retail,-32.9052941,-68.8516257
Consultorio De Nutrición,health,retail,-32.9095459,-68.8409872
ESTIMULAR SRL,health,retail,-32.9049395,-68.8505133
Fabian Juan,health,retail,-32.9051352,-68.84608349999999
Laboratorio De Análisis Clínicos - Dr. Lana,health,retail,-32.91383400000001,-68.8595098
Consultorio Odontológico,health,retail,-32.9139498,-68.8595345
Redmel - Medicina Laboral,health,retail,-32.9120866,-68.8433285
CENTRO MÉDICO CARDIOLÓGICO,health,retail,-32.9125877,-68.8443029
Molina Maria I,health,retail,-32.9071671,-68.8425957
Rhesus Hematologia Clinica,health,retail,-32.90288,-68.8456723
Copparoni,health,retail,-32.9096432,-68.8480613
Consultorios Medicos,health,retail,-32.9099174,-68.8445005
Salud Laboral OSEP MENDOZA,health,retail,-32.9120564,-68.8434005
OSEP - Occupational Health,health,retail,-32.91202,-68.843372
Codoni Carlos A,health,retail,-32.9098282,-68.8444748
Dr vollmer,health,retail,-32.9053768,-68.84385929999999
CEMI,health,retail,-32.9041373,-68.84988609999999
Gastro Clinica,health,retail,-32.9051768,-68.8458074
Cande Fonoaudiología,health,retail,-32.9041598,-68.8473803
Lic. Paula Dimilta,health,retail,-32.9063225,-68.8574046
Centro Medico y Odontolog MASS,health,retail,-32.9120005,-68.8769233
Corina Registros AKASHICOS.,health,retail,-32.911746,-68.8704659
Instituto de Investigaciones Respiratorias,health,retail,-32.887324,-68.83818
Flavio Guzmán - Médico Psiquiatra,health,retail,-32.8807712,-68.8581016
Ganun - Medical Services,health,retail,-32.89099600000001,-68.8379339
MANOS de AMOR masajes y reiki,health,retail,-32.88853880000001,-68.8416776
Centro Psicologico Encina,health,retail,-32.891117,-68.839473
gs4 Urología & Sexología,health,retail,-32.88614329999999,-68.8455768
CAJA DE LA SALUD,health,retail,-32.8883186,-68.8443681
Instituto De Reumatología,health,retail,-32.883459,-68.8341729
Podologia - Tratamiento Integral del Pie,health,retail,-32.8902529,-68.8432006
Procthos Sa,health,retail,-32.88658789999999,-68.8554838
Medis Argentina,health,retail,-32.889012,-68.859129
Moa,health,retail,-32.888,-68.837
Medicosenvista.com,health,retail,-32.849518,-68.77602
MEDICAL CENTER MALL,health,retail,-32.8734613,-68.8350926
HIGEA gastroenterological diagnosis and treatment,health,retail,-32.8769925,-68.8371973
Flebosalud - Day Clinic,health,retail,-32.873388,-68.836727
Circulo Odontologico de Mendoza,health,retail,-32.8826706,-68.8456221
Laboratorio Dr. Guarnieri Marcelo,health,retail,-32.8853474,-68.8144666
Laboratorio Dental Romagnoli,health,retail,-32.8882126,-68.8176352
Puga Carlos J,health,retail,-32.89327110000001,-68.81716759999999
Neme Jorge Oscar,health,retail,-32.8997877,-68.8150084
Sanchez Raul S,health,retail,-32.8995182,-68.81537519999999
Clinica Santa Rosa,health,retail,-32.8510469,-68.7887515
Masajes las Heras,health,retail,-32.8828889,-68.8183755
MXDL,health,retail,-32.8935152,-68.8186894
Consultorio Pediátrico Dra. Gladys Calderón,health,retail,-32.8850002,-68.8205823
Dr. Gladis Inés,health,retail,-32.8848601,-68.8205811
Canale Armando,health,retail,-32.8831426,-68.822279
Dr. Salvador Juan Davire,health,retail,-32.892055,-68.822958
Clinica Dr. Zuin,health,retail,-32.8951717,-68.82320899999999
FunCerMen Acción Medica S.A,health,retail,-32.8951717,-68.82320899999999
Consultorio Pami,health,retail,-32.8823975,-68.7993496
Lab Guaymallen,health,retail,-32.8905719,-68.8098279
Dra. Silvia Lorenzo,health,retail,-32.8950064,-68.8096417
Consultorio Dental Escobar,health,retail,-32.88283980000001,-68.8111285
Veterinaria Esperanza Urgencias 24 Hs,health,retail,-32.8959921,-68.8116233
Consultorios Médicos Instituto San Diego,health,retail,-32.878977,-68.81295709999999
Antonio Fernandez,health,retail,-32.8845117,-68.8140653
Cervantes 1628,health,retail,-32.8823406,-68.7934586
Pedicura Cristina Politino,health,retail,-32.8818588,-68.7938976
VISUM Vision Clinic,health,retail,-32.890218,-68.84926899999999
Dr. Claudio Fermani,health,retail,-32.8865976,-68.8552455
Dr. Miguel Daffra Neurologo,health,retail,-32.88652260000001,-68.8508597
Instituto Oftalmologico Hemsy,health,retail,-32.8868827,-68.8482379
CENTRO UROLÓGICO,health,retail,-32.888121,-68.8461509
IDEMA - OCCUPATIONAL HEALTH -,health,retail,-32.89721729999999,-68.8351194
OSEP ONCOLOGIA,health,retail,-32.8944849,-68.83489620000002
INSARES,health,retail,-32.89702399999999,-68.836291
Instituto De Estetica Del Dr. Rodolfo Lana,health,retail,-32.8949756,-68.8362226
Megamedica SRL,health,retail,-32.9000425,-68.837521
Instituto vilapriño,health,retail,-32.9018931,-68.8377204
Instituto de Enfermedad del Sistema Nervioso,health,retail,-32.8934108,-68.8358144
Consultorios AyE,health,retail,-32.893525,-68.836012
Fernandez Moya Jorge - Psiquiatra,health,retail,-32.8946913,-68.83687330000001
Cedim Centro de Estudios Digestivos,health,retail,-32.890181,-68.832829
Smata,health,retail,-32.8959496,-68.8378044
Child Clinic,health,retail,-32.88889859999999,-68.8309946
CLINICA KOTLIK / OFTALMOLOGIA,health,retail,-32.8945461,-68.8374078
Dr. ESTEBAN J. PEÑA,health,retail,-32.892337,-68.835887
Dr. Jorge Aberastain,health,retail,-32.89125690000001,-68.835081
Dr Juan Carlos Alico,health,retail,-32.891689,-68.835542
Clinica Del Cannabis Mendoza,health,retail,-32.89838020000001,-68.8287352
Cristian M Quintana V,health,retail,-32.900191,-68.832895
Sagui Carlos P,health,retail,-32.8987121,-68.8328823
DR. JOSE L. FEMENIA,health,retail,-32.8929879,-68.829431
KINEART - KINESIOLOGIA y PODOLOGIA,health,retail,-32.8982879,-68.83389009999999
Consultorio Odontologico Barrueco,health,retail,-32.8906831,-68.8250401
Dra. YOLANDA LUQUE,health,retail,-32.89816,-68.835205
WELL COM INSUMOS MEDICOS Y HOSPITALARIOS,health,retail,-32.8941078,-68.8376359
Doctor Aldo Perez Arra,health,retail,-32.8942697,-68.8377759
