FDC_ID,Item,Category,Calorias_kcal,Proteinas_g,Carbohidratos_g,GrasaTotal_g,Colesterol_mg,Fibra_g,Agua_g,Alcohol_g,VitaminaC_mg
172419,"Quail, meat only, raw",Poultry Products,134.0,21.76,0.0,4.53,70.0,0.0,70.03,,7.2
172829,"Quail, breast, meat only, raw",Poultry Products,123.0,22.59,0.0,2.99,58.0,0.0,71.67,,5.1
172830,"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",Poultry Products,257.0,23.42,0.6,18.04,129.0,0.0,57.23,0.0,0.0
172831,"Ruffed Grouse, breast meat, skinless, raw",Poultry Products,112.0,25.94,0.0,0.88,40.0,0.0,72.93,0.0,0.0
172832,"Emu, ground, raw",Poultry Products,134.0,22.77,0.0,4.03,69.0,0.0,72.87,0.0,0.0
172833,"Emu, ground, cooked, pan-broiled",Poultry Products,163.0,28.43,0.0,4.65,87.0,0.0,65.83,0.0,0.0
172834,"Emu, full rump, cooked, broiled",Poultry Products,168.0,33.67,0.0,2.68,129.0,0.0,61.97,0.0,0.0
172835,"Emu, inside drum, raw",Poultry Products,108.0,22.22,0.0,1.49,67.0,0.0,74.73,0.0,0.0
172836,"Emu, inside drums, cooked, broiled",Poultry Products,156.0,32.38,0.0,2.01,91.0,0.0,64.31,0.0,0.0
172837,"Emu, outside drum, raw",Poultry Products,103.0,23.08,0.0,0.48,78.0,0.0,74.87,0.0,0.0
172838,"Emu, oyster, raw",Poultry Products,141.0,22.81,0.0,4.86,81.0,0.0,72.57,0.0,0.0
172839,"Ostrich, inside leg, raw",Poultry Products,111.0,22.39,0.0,1.72,66.0,0.0,75.97,0.0,0.0
172840,"Ostrich, inside leg, cooked",Poultry Products,141.0,29.01,0.0,1.94,73.0,0.0,69.95,0.0,0.0
172841,"Ostrich, inside strip, raw",Poultry Products,127.0,23.69,0.0,2.87,73.0,0.0,74.16,0.0,0.0
172842,"Ostrich, inside strip, cooked",Poultry Products,164.0,29.37,0.0,4.26,97.0,0.0,66.53,0.0,0.0
172843,"Ostrich, oyster, cooked",Poultry Products,159.0,28.81,0.0,3.97,90.0,0.0,67.55,0.0,0.0
172844,"Ostrich, round, raw",Poultry Products,116.0,21.99,0.0,2.4,71.0,0.0,75.68,0.0,0.0
172845,"Ostrich, tenderloin, raw",Poultry Products,123.0,22.07,0.0,3.19,80.0,0.0,74.5,0.0,0.0
172846,"Ostrich, tip trimmed, raw",Poultry Products,114.0,21.85,0.0,2.3,72.0,0.0,76.12,0.0,0.0
172847,"Turkey, ground, fat free, raw",Poultry Products,112.0,23.57,0.0,1.95,55.0,0.0,74.66,0.0,0.0
172848,"Turkey, ground, fat free, pan-broiled crumbles",Poultry Products,151.0,31.69,0.0,2.71,71.0,0.0,65.76,0.0,0.0
172849,"Turkey, ground, fat free, patties, broiled",Poultry Products,138.0,28.99,0.0,2.48,65.0,0.0,68.4,0.0,0.0
172850,"Turkey, ground, 93% lean, 7% fat, raw",Poultry Products,150.0,18.73,0.0,8.34,74.0,0.0,72.63,0.0,0.0
172851,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",Poultry Products,213.0,27.1,0.0,11.6,104.0,0.0,61.05,0.0,0.0
172852,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",Poultry Products,149.0,23.93,0.0,5.95,132.0,0.0,69.94,0.0,0.0
172853,"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",Poultry Products,176.0,24.55,0.0,8.63,141.0,0.0,66.87,0.0,0.0
172854,"Chicken, skin (drumsticks and thighs), cooked, braised",Poultry Products,443.0,14.61,0.0,42.76,130.0,0.0,42.09,0.0,0.0
172855,"Chicken, skin (drumsticks and thighs), raw",Poultry Products,440.0,9.58,0.79,44.23,105.0,0.0,44.91,0.0,0.0
172856,"Chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",Poultry Products,146.0,25.34,0.0,5.0,124.0,0.0,69.5,0.0,0.0
172857,"Chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",Poultry Products,149.0,22.99,0.0,6.33,135.0,0.0,70.18,0.0,0.0
172858,"Chicken, dark meat, thigh, meat only, with added solution, cooked, braised",Poultry Products,164.0,23.0,0.0,7.96,126.0,0.0,68.62,0.0,0.0
172859,"Chicken, dark meat, thigh, meat only, with added solution, raw",Poultry Products,110.0,19.11,0.0,3.69,87.0,0.0,77.16,0.0,0.0
172860,"Chicken, dark meat, drumstick, meat and skin, with added solution, raw",Poultry Products,146.0,18.03,0.0,8.24,95.0,0.0,73.79,0.0,0.0
172861,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",Poultry Products,180.0,24.72,0.05,9.0,128.0,0.0,65.97,0.0,0.0
172862,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",Poultry Products,215.0,20.7,0.21,14.62,125.0,0.0,63.97,0.0,0.0
172863,"Chicken, dark meat, thigh, meat and skin, with added solution, raw",Poultry Products,197.0,16.56,0.0,14.58,95.0,0.0,68.63,0.0,0.0
172864,"Turkey from whole, light meat, meat only, with added solution, raw",Poultry Products,101.0,21.54,0.0,1.66,54.0,0.0,76.42,0.0,0.0
172865,"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",Poultry Products,127.0,26.97,0.0,2.08,69.0,0.0,70.18,0.0,0.0
172866,"Turkey, skin from whole (light and dark), with added solution, raw",Poultry Products,381.0,12.29,0.21,36.8,94.0,0.0,50.0,0.0,0.0
172867,"Turkey, skin from whole, (light and dark), with added solution, roasted",Poultry Products,451.0,22.15,0.0,40.31,144.0,0.0,36.92,0.0,0.0
172868,"Turkey, whole, meat only, with added solution, raw",Poultry Products,106.0,20.87,0.14,2.39,61.0,0.0,76.25,0.0,0.0
172869,"Turkey, whole, meat only, with added solution, roasted",Poultry Products,140.0,26.61,0.0,3.7,84.0,0.0,68.81,0.0,0.0
172870,"Turkey, whole, meat and skin, with added solution, raw",Poultry Products,159.0,19.03,0.15,9.1,70.0,0.0,71.26,0.0,0.0
172871,"Turkey, whole, meat and skin, with added solution, roasted",Poultry Products,176.0,26.09,0.0,8.01,91.0,0.0,65.05,0.0,0.0
172872,"Turkey, retail parts, wing, meat only, cooked, roasted",Poultry Products,170.0,30.17,0.0,5.51,97.0,0.0,64.04,0.0,0.0
172873,"Turkey, skin, from retail parts, from dark meat, raw",Poultry Products,380.0,14.35,0.0,35.83,111.0,0.0,50.08,0.0,0.0
172874,"Turkey, skin, from retail parts, from dark meat, cooked, roasted",Poultry Products,414.0,24.58,0.0,35.03,139.0,0.0,39.42,0.0,0.0
172875,"Turkey, retail parts, drumstick, meat only, raw",Poultry Products,118.0,20.52,0.0,3.97,79.0,0.0,75.67,0.0,0.0
172876,"Turkey, breast, from whole bird, meat only, with added solution, raw",Poultry Products,102.0,21.54,0.14,1.66,54.0,0.0,76.42,0.0,0.0
172877,"Turkey, retail parts, thigh, meat only, cooked, roasted",Poultry Products,159.0,25.14,0.46,6.25,116.0,0.0,66.98,0.0,0.0
172878,"Turkey, retail parts, drumstick, meat only, cooked, roasted",Poultry Products,173.0,28.61,0.0,6.52,118.0,0.0,65.14,0.0,0.0
173611,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",Poultry Products,245.0,26.96,1.63,13.72,90.0,0.1,56.73,,0.0
173612,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",Poultry Products,191.0,23.35,0.0,10.15,130.0,0.0,66.39,0.0,0.0
173613,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",Poultry Products,204.0,25.32,0.0,10.64,83.0,0.0,65.12,0.0,0.0
173614,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",Poultry Products,116.0,19.41,0.0,3.71,89.0,0.0,76.78,0.0,0.0
173615,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",Poultry Products,273.0,21.77,8.72,16.17,90.0,0.3,52.08,,0.0
173616,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",Poultry Products,254.0,26.84,2.5,14.43,94.0,0.1,55.28,,0.0
173617,"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",Poultry Products,184.0,24.03,0.0,8.99,127.0,0.0,66.74,0.0,0.0
173618,"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",Poultry Products,220.0,24.17,0.0,12.92,84.0,0.0,64.01,0.0,0.0
173619,"Chicken, broilers or fryers, leg, meat only, raw",Poultry Products,120.0,19.16,0.0,4.22,91.0,0.0,76.41,0.0,0.0
173620,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",Poultry Products,330.0,19.82,8.7,23.52,91.0,,46.92,,0.0
173621,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",Poultry Products,332.0,24.01,4.24,23.61,94.0,,47.49,,0.0
173622,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",Poultry Products,247.0,19.61,0.0,18.1,70.0,0.0,61.73,0.0,0.0
173623,"Chicken, broilers or fryers, neck, meat only, raw",Poultry Products,154.0,17.55,0.0,8.78,83.0,0.0,71.17,,0.0
173624,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",Poultry Products,262.0,26.75,3.18,14.98,97.0,0.1,54.14,,0.0
173625,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",Poultry Products,232.0,23.26,0.0,14.71,133.0,0.0,61.96,0.0,0.0
173626,"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",Poultry Products,232.0,23.26,0.0,14.74,84.0,0.0,63.11,0.0,0.0
173627,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",Poultry Products,121.0,19.66,0.0,4.12,94.0,0.0,76.22,0.0,0.0
173628,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",Poultry Products,324.0,19.87,10.94,21.81,79.0,0.3,46.21,,0.0
173629,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",Poultry Products,321.0,26.11,2.39,22.16,81.0,0.1,48.62,,0.0
173630,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",Poultry Products,254.0,23.79,0.0,16.87,141.0,0.0,59.4,0.0,0.0
173631,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",Poultry Products,249.0,22.78,0.0,16.82,70.0,0.0,62.18,0.0,0.0
173632,"Chicken, broilers or fryers, wing, meat only, raw",Poultry Products,126.0,21.97,0.0,3.54,57.0,0.0,74.95,0.0,1.2
173633,"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted",Poultry Products,220.0,23.96,0.05,13.07,94.0,0.0,62.35,,0.4
173634,"Canada Goose, breast meat only, skinless, raw",Poultry Products,133.0,24.31,0.0,4.02,80.0,0.0,70.78,0.0,0.0
173635,"Chicken, roasting, meat and skin, cooked, roasted",Poultry Products,223.0,23.97,0.0,13.39,76.0,0.0,62.1,0.0,0.0
173636,"Chicken, roasting, meat only, raw",Poultry Products,111.0,20.33,0.0,2.7,65.0,0.0,74.94,0.0,0.0
173637,"Chicken, roasting, light meat, meat only, cooked, roasted",Poultry Products,153.0,27.13,0.0,4.07,75.0,0.0,67.85,0.0,0.0
173638,"Chicken, roasting, dark meat, meat only, raw",Poultry Products,113.0,18.74,0.0,3.61,72.0,0.0,75.48,0.0,0.0
173639,"Chicken, roasting, dark meat, meat only, cooked, roasted",Poultry Products,178.0,23.25,0.0,8.75,75.0,0.0,67.05,,0.0
173640,"Chicken, stewing, meat and skin, and giblets and neck, raw",Poultry Products,251.0,17.48,0.19,19.52,87.0,0.0,62.5,0.0,3.1
173641,"Chicken, stewing, giblets, raw",Poultry Products,168.0,17.89,2.13,9.21,240.0,0.0,69.8,,11.4
173642,"Chicken, stewing, giblets, cooked, simmered",Poultry Products,194.0,25.73,0.11,9.3,355.0,0.0,64.0,,5.5
173643,"Chicken, stewing, light meat, meat only, raw",Poultry Products,137.0,23.1,0.0,4.21,47.0,0.0,73.24,0.0,1.8
173644,"Chicken, stewing, light meat, meat only, cooked, stewed",Poultry Products,213.0,33.04,0.0,7.98,70.0,0.0,57.79,,0.0
173645,"Chicken, capons, meat and skin, raw",Poultry Products,234.0,18.77,0.0,17.07,75.0,0.0,63.24,0.0,1.7
173646,"Chicken, capons, meat and skin, cooked, roasted",Poultry Products,229.0,28.96,0.0,11.65,86.0,0.0,58.7,,0.0
174465,"Chicken, capons, giblets, raw",Poultry Products,130.0,18.28,1.42,5.18,292.0,0.0,74.12,,18.4
174466,"Chicken, capons, giblets, cooked, simmered",Poultry Products,164.0,26.39,0.76,5.4,434.0,0.0,66.54,,9.0
174467,"Duck, domesticated, liver, raw",Poultry Products,136.0,18.74,3.53,4.64,515.0,0.0,71.78,,4.5
174468,"Duck, wild, meat and skin, raw",Poultry Products,211.0,17.42,0.0,15.2,80.0,0.0,66.52,0.0,5.2
174469,"Duck, wild, breast, meat only, raw",Poultry Products,123.0,19.85,0.0,4.25,77.0,0.0,75.51,,6.2
174470,"Goose, domesticated, meat and skin, raw",Poultry Products,371.0,15.86,0.0,33.62,80.0,0.0,49.66,0.0,4.2
174471,"Guinea hen, meat only, raw",Poultry Products,110.0,20.64,0.0,2.47,63.0,0.0,74.44,,1.7
174472,"Pheasant, raw, meat and skin",Poultry Products,181.0,22.7,0.0,9.29,71.0,0.0,67.77,0.0,5.3
174473,"Pheasant, raw, meat only",Poultry Products,133.0,23.57,0.0,3.64,66.0,0.0,72.77,,6.0
174474,"Pheasant, breast, meat only, raw",Poultry Products,133.0,24.37,0.0,3.25,58.0,0.0,72.4,,6.0
174475,"Squab, (pigeon), meat and skin, raw",Poultry Products,294.0,18.47,0.0,23.8,95.0,0.0,56.6,,5.2
174476,"Emu, fan fillet, raw",Poultry Products,103.0,22.5,0.0,0.8,71.0,0.0,74.62,0.0,0.0
174477,"Emu, fan fillet, cooked, broiled",Poultry Products,154.0,31.27,0.0,2.3,82.0,0.0,66.43,0.0,0.0
174478,"Emu, flat fillet, raw",Poultry Products,102.0,22.25,0.0,0.74,71.0,0.0,75.4,0.0,0.0
174479,"Emu, full rump, raw",Poultry Products,112.0,22.83,0.0,1.64,85.0,0.0,73.79,0.0,0.0
174480,"Emu, top loin, cooked, broiled",Poultry Products,152.0,29.07,0.0,3.13,88.0,0.0,67.37,0.0,0.0
174481,"Ostrich, ground, raw",Poultry Products,165.0,20.22,0.0,8.7,71.0,0.0,71.07,0.0,0.0
174482,"Ostrich, ground, cooked, pan-broiled",Poultry Products,175.0,26.15,0.0,7.07,83.0,0.0,67.12,0.0,0.0
174483,"Ostrich, fan, raw",Poultry Products,117.0,21.81,0.0,2.65,73.0,0.0,75.93,0.0,0.0
174484,"Ostrich, outside leg, raw",Poultry Products,115.0,22.86,0.0,1.96,65.0,0.0,75.59,0.0,0.0
174485,"Ostrich, outside strip, raw",Poultry Products,120.0,23.36,0.0,2.21,79.0,0.0,74.58,0.0,0.0
174486,"Ostrich, outside strip, cooked",Poultry Products,156.0,28.55,0.0,3.83,93.0,0.0,66.88,0.0,0.0
174487,"Ostrich, oyster, raw",Poultry Products,125.0,21.55,0.0,3.67,73.0,0.0,75.62,0.0,0.0
174488,"Ostrich, tip trimmed, cooked",Poultry Products,145.0,28.49,0.0,2.57,85.0,0.0,68.51,0.0,0.0
174489,"Ostrich, top loin, raw",Poultry Products,119.0,21.67,0.0,2.95,75.0,0.0,75.35,0.0,0.0
174490,"Ostrich, top loin, cooked",Poultry Products,155.0,28.12,0.0,3.87,93.0,0.0,67.95,0.0,0.0
174491,"Chicken, liver, all classes, cooked, pan-fried",Poultry Products,172.0,25.78,1.11,6.43,564.0,0.0,65.22,0.0,2.7
174492,"Turkey, ground, 93% lean, 7% fat, patties, broiled",Poultry Products,207.0,25.86,0.0,11.45,106.0,0.0,62.42,0.0,0.0
174493,"Turkey, ground, 85% lean, 15% fat, raw",Poultry Products,180.0,16.9,0.0,12.54,78.0,0.0,69.74,0.0,0.0
174494,"Turkey, ground, 85% lean, 15% fat, pan-broiled crumbles",Poultry Products,258.0,25.11,0.0,17.45,106.0,0.0,56.66,0.0,0.0
174495,"Turkey, ground, 85% lean, 15% fat, patties, broiled",Poultry Products,249.0,25.88,0.0,16.2,105.0,0.0,58.25,0.0,0.0
174496,"Chicken, skin (drumsticks and thighs), cooked, roasted",Poultry Products,462.0,16.57,0.0,43.99,132.0,0.0,39.45,0.0,0.0
174497,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",Poultry Products,187.0,22.72,0.0,10.73,132.0,0.0,66.33,0.0,0.0
174498,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",Poultry Products,229.0,22.57,0.0,15.43,139.0,0.0,61.93,0.0,0.0
174499,"Chicken, dark meat, drumstick, meat only, with added solution, raw",Poultry Products,106.0,19.19,0.0,3.26,92.0,0.0,77.71,0.0,0.0
174500,"Chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",Poultry Products,164.0,24.23,0.0,7.73,122.0,0.0,67.86,0.0,0.0
174501,"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",Poultry Products,403.0,12.26,1.0,38.94,124.0,0.0,46.96,0.0,0.0
174502,"Chicken, skin (drumsticks and thighs), with added solution, raw",Poultry Products,386.0,11.11,0.01,37.9,113.0,0.0,50.37,0.0,0.0
174503,"Chicken, skin (drumsticks and thighs), with added solution, cooked, roasted",Poultry Products,421.0,20.31,0.44,37.6,154.0,0.0,40.73,0.0,0.0
174504,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",Poultry Products,183.0,21.55,0.13,10.71,133.0,0.0,67.06,0.0,0.0
174505,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",Poultry Products,214.0,23.47,0.09,13.81,128.0,0.0,62.6,0.0,0.0
174506,"Chicken, broiler, rotisserie, BBQ, back meat only",Poultry Products,212.0,21.85,0.31,13.87,117.0,0.0,62.96,0.0,0.0
174507,"Turkey, dark meat from whole, meat only, with added solution, raw",Poultry Products,115.0,19.27,0.1,4.12,79.0,0.0,75.86,0.0,0.0
174508,"Turkey, dark meat, meat only, with added solution, cooked, roasted",Poultry Products,158.0,26.1,0.0,6.0,105.0,0.0,66.85,0.0,0.0
174509,"Turkey, dark meat from whole, meat and skin, with added solution, raw",Poultry Products,169.0,17.84,0.15,10.83,82.0,0.0,70.55,0.0,0.0
174510,"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",Poultry Products,199.0,25.55,0.0,10.81,110.0,0.0,62.66,0.0,0.0
174511,"Turkey from whole, light meat, meat and skin, with added solution, raw",Poultry Products,147.0,20.02,0.14,7.42,60.0,0.0,72.09,0.0,0.0
174512,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",Poultry Products,157.0,26.52,0.0,5.64,76.0,0.0,67.09,0.0,0.0
174513,"Turkey, retail parts, breast, meat only, with added solution, raw",Poultry Products,111.0,21.99,0.0,2.53,60.0,0.0,75.95,0.0,0.0
174514,"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",Poultry Products,130.0,27.94,0.0,2.08,74.0,0.0,69.99,0.0,0.0
174515,"Turkey, retail parts, breast, meat only, raw",Poultry Products,114.0,23.34,0.0,2.33,53.0,0.0,74.66,0.0,0.0
174516,"Turkey, retail parts, breast, meat only, cooked, roasted",Poultry Products,136.0,29.51,0.0,1.97,70.0,0.0,67.53,0.0,0.0
174517,"Turkey, retail parts, wing, meat only, raw",Poultry Products,112.0,22.48,0.0,2.49,66.0,0.0,75.05,0.0,0.0
174518,"Turkey, retail parts, thigh, meat only, raw",Poultry Products,116.0,20.6,0.0,3.69,78.0,0.0,75.62,0.0,0.0
174519,"Turkey, breast, from whole bird, meat only, with added solution, roasted",Poultry Products,127.0,26.97,0.0,2.08,69.0,0.0,70.18,0.0,0.0
174520,"Turkey, back, from whole bird, meat only, with added solution, raw",Poultry Products,115.0,19.27,0.15,4.12,79.0,0.0,75.86,0.0,0.0
174521,"Turkey, back, from whole bird, meat only, with added solution, roasted",Poultry Products,127.0,26.97,0.0,2.08,69.0,0.0,70.18,0.0,0.0
167712,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",Pork Products,541.0,37.04,1.43,41.78,110.0,0.0,12.32,0.0,0.0
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",Pork Products,211.0,18.22,0.0,14.79,69.0,0.0,65.99,0.0,0.3
167811,"Pork, fresh, backfat, raw",Pork Products,812.0,2.92,0.0,88.69,57.0,0.0,7.69,0.0,0.1
167812,"Pork, fresh, belly, raw",Pork Products,518.0,9.34,0.0,53.01,72.0,0.0,36.74,0.0,0.3
167813,"Pork, fresh, separable fat, raw",Pork Products,632.0,9.25,0.0,65.7,72.0,0.0,24.76,0.0,0.0
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",Pork Products,182.0,20.27,0.0,10.63,63.0,0.0,68.64,0.0,0.0
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",Pork Products,209.0,27.03,0.0,10.32,85.0,0.0,61.92,0.0,0.0
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",Pork Products,120.0,21.81,0.0,2.93,62.0,0.0,74.78,0.0,0.0
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",Pork Products,165.0,28.86,0.0,4.62,86.0,0.0,65.75,0.0,0.0
167818,"Pork, fresh, loin, whole, separable lean and fat, raw",Pork Products,198.0,19.74,0.0,12.58,63.0,0.0,66.92,0.0,0.6
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",Pork Products,239.0,27.23,0.0,13.62,80.0,0.0,58.27,0.0,0.6
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",Pork Products,242.0,27.32,0.0,13.92,80.0,0.0,57.87,0.0,0.6
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",Pork Products,248.0,27.09,0.0,14.65,82.0,0.0,57.51,0.0,0.6
167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",Pork Products,194.0,19.56,0.0,12.27,63.0,0.0,67.64,0.0,0.0
167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",Pork Products,255.0,26.54,0.0,15.71,86.0,0.0,57.32,0.0,0.0
167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",Pork Products,231.0,23.72,0.0,14.35,78.0,0.0,61.45,0.0,0.0
167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",Pork Products,254.0,24.29,0.0,16.71,83.0,0.0,58.74,0.0,0.0
167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",Pork Products,242.0,28.21,0.0,13.51,81.0,0.0,58.04,0.0,0.0
167827,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",Pork Products,209.0,25.61,0.0,11.06,84.0,0.0,62.27,0.0,0.0
167828,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",Pork Products,231.0,27.01,0.0,12.8,76.0,0.0,60.26,0.0,0.0
167829,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",Pork Products,127.0,21.99,0.0,3.71,69.0,0.0,73.62,0.0,0.0
167830,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",Pork Products,261.0,26.66,0.0,16.28,79.0,0.0,56.85,0.0,0.0
167831,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",Pork Products,222.0,24.42,0.0,13.04,67.0,0.0,61.66,0.0,0.0
167832,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",Pork Products,248.0,26.99,0.0,14.68,78.0,0.0,57.76,0.0,0.0
167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",Pork Products,136.0,21.79,0.0,4.8,56.0,0.0,72.4,0.0,0.0
167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",Pork Products,234.0,28.81,0.0,12.31,87.0,0.0,58.88,0.0,0.0
167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",Pork Products,222.0,26.96,0.0,11.82,87.0,0.0,60.58,0.0,0.0
167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",Pork Products,230.0,26.64,0.0,12.87,89.0,0.0,59.34,0.0,0.0
167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",Pork Products,129.0,21.65,0.0,4.02,69.0,0.0,73.98,0.0,0.0
167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",Pork Products,195.0,31.0,0.0,6.9,88.0,0.0,62.16,0.0,0.0
167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",Pork Products,155.0,21.55,0.0,6.94,67.0,0.0,70.38,0.0,0.0
167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",Pork Products,200.0,29.2,0.0,8.31,72.0,0.0,62.44,0.0,0.0
167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",Pork Products,196.0,26.62,0.0,9.14,73.0,0.0,62.92,0.0,0.0
167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",Pork Products,192.0,26.45,0.0,8.82,80.0,0.0,63.76,0.0,0.0
167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw",Pork Products,236.0,17.18,0.0,17.99,71.0,0.0,64.02,0.0,0.7
167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",Pork Products,292.0,23.28,0.0,21.39,90.0,0.0,54.8,0.0,0.5
167845,"Pork, fresh, shoulder, whole, separable lean only, raw",Pork Products,148.0,19.55,0.0,7.14,67.0,0.0,72.63,,0.8
167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",Pork Products,230.0,25.33,0.0,13.54,90.0,0.0,60.64,0.0,0.6
167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",Pork Products,194.0,26.76,0.0,8.87,87.0,0.0,63.59,0.0,0.0
167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",Pork Products,228.0,26.68,0.0,12.62,95.0,0.0,60.27,,0.3
167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",Pork Products,186.0,17.42,0.0,12.36,62.0,0.0,69.18,0.0,0.0
167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",Pork Products,267.0,25.07,0.0,17.69,98.0,0.0,54.95,0.0,0.0
167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",Pork Products,259.0,25.58,0.0,16.61,95.0,0.0,57.25,0.0,0.3
167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",Pork Products,232.0,24.21,0.0,14.3,85.0,0.0,60.94,0.0,1.0
167853,"Pork, fresh, spareribs, separable lean and fat, raw",Pork Products,277.0,15.47,0.0,23.4,80.0,0.0,59.75,0.0,0.0
167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",Pork Products,397.0,29.06,0.0,30.3,121.0,0.0,40.42,0.0,0.0
167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",Pork Products,201.0,27.51,0.0,9.21,84.0,0.0,62.53,0.0,0.2
167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",Pork Products,233.0,12.49,0.0,20.32,277.0,0.0,67.87,0.0,0.0
